run_id,model_name,total_epochs,learning_rate,batch_size,weight_decay,uses_batch_norm,dropout_rate,best_val_acc,best_epoch,final_train_loss,final_train_acc,final_val_loss,final_val_acc
20260326_034350,resnet_lite,20,0.001,128,0.0001,True,0.00,88.58,20,0.5426,90.28,0.5894,88.58
